,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
12354,34314,Crayon Shin-chan Gaiden: Omocha Wars,6.39,"Action, Comedy, Ecchi, Seinen",Unknown,クレヨンしんちゃん外伝 おもちゃウォーズ,ONA,13,"Nov 9, 2016 to Feb 1, 2017",Unknown,Imagine,Unknown,Unknown,Manga,7 min. per ep.,G - All Ages,6443.0,10351,1058,2,61,587,32,80,298,37.0,16.0,45.0,100.0,89.0,41.0,23.0,7.0,2.0,8.0
1720,1889,Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",When They Cry:Kai,ひぐらしのなく頃に解,TV,24,"Jul 6, 2007 to Dec 18, 2007",Summer 2007,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic",Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),279.0,344,385728,6668,16384,254705,12031,9344,93264,41777.0,53615.0,55415.0,32369.0,12834.0,5423.0,2567.0,1053.0,637.0,621.0
15976,40112,Otome no Inori,Unknown,Music,Unknown,乙女の祈り,Music,1,"Dec 26, 2008",Unknown,Unknown,Unknown,Unknown,Light novel,2 min.,G - All Ages,11420.0,14621,216,2,6,145,2,12,51,2.0,7.0,7.0,14.0,21.0,27.0,7.0,3.0,2.0,3.0
16049,40251,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,6.38,"Action, Sci-Fi, Adventure, Mecha, Shounen",Unknown,サイボーグ009 THE CYBORG SOLDIER 宇宙(かみ)の産声,Special,1,"Aug 27, 2003",Unknown,Unknown,Discotek Media,Unknown,Manga,24 min.,PG-13 - Teens 13 or older,6495.0,11209,730,0,21,269,23,23,394,14.0,5.0,20.0,57.0,41.0,29.0,5.0,3.0,Unknown,5.0
15540,39349,Uchina Experience,Unknown,Music,Uchina Experience,Uchina Experience,Music,1,2006,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,12670.0,16302,123,0,4,86,1,7,25,3.0,1.0,1.0,7.0,10.0,8.0,12.0,6.0,3.0,5.0
16725,41619,Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",Unknown,無能なナナ,TV,13,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,"Square Enix, AT-X, Nippon Columbia, BS Fuji, Hakuhodo DY Music & Pictures, Docomo Anime Store, Yomiuri TV Enterprise, Kanon Sound, NichiNare, Kadokawa, Muse Communication, Show Corporation",Funimation,Bridge,Manga,23 min. per ep.,R - 17+ (violence & profanity),2231.0,912,161644,952,30245,77401,3803,6887,43308,4714.0,9432.0,21379.0,21966.0,9142.0,3624.0,1971.0,1074.0,587.0,528.0
15559,39371,Nintama Rantarou no Jitensha Anzen Kyoushitsu,Unknown,"Kids, Martial Arts",Unknown,忍たま乱太郎の自転車安全教室,OVA,1,"Feb 20, 1997",Unknown,Unknown,Unknown,Unknown,Manga,16 min.,G - All Ages,11186.0,16703,104,0,4,29,5,20,46,4.0,Unknown,2.0,1.0,3.0,4.0,Unknown,2.0,1.0,3.0
12264,34134,One Punch Man 2nd Season,7.41,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",Unknown,ワンパンマン,TV,12,"Apr 10, 2019 to Jul 3, 2019",Spring 2019,"TV Tokyo, Good Smile Company, Shueisha, JR East Marketing & Communications, Bandai Namco Arts, Bandai Spirits",VIZ Media,J.C.Staff,Web manga,23 min. per ep.,R - 17+ (violence & profanity),1874.0,70,994488,5937,61959,666395,12925,19642,233567,44526.0,72761.0,143291.0,156260.0,71761.0,27047.0,12969.0,4305.0,1758.0,1654.0
4411,5998,Hottarake no Shima: Haruka to Mahou no Kagami,7.39,Fantasy,Oblivion Island:Haruka and the Magic Mirror,ホッタラケの島　～遥と魔法の鏡～,Movie,1,"Aug 22, 2009",Unknown,"Dentsu, Pony Canyon, Fuji TV, Toho",Funimation,"Production I.G, Polygon Pictures",Original,1 hr. 38 min.,G - All Ages,1951.0,5214,8565,17,153,4989,94,108,3221,325.0,599.0,1043.0,1018.0,521.0,245.0,80.0,41.0,14.0,18.0
7445,16480,Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,Unknown,"Adventure, Comedy, Fantasy",Prince Mackaroo the Movie:The Promised Summer - Ojaru and Semira,映画 おじゃる丸 約束の夏 おじゃるとせみら,Movie,1,"Jul 15, 2000",Unknown,Unknown,Unknown,Gallop,Unknown,50 min.,Unknown,11281.0,14077,253,2,14,67,9,64,99,3.0,1.0,1.0,4.0,10.0,8.0,3.0,6.0,1.0,3.0
10872,31236,Chieri to Cherry,Unknown,"Adventure, Fantasy, Shoujo",Chieri and Cherry,ちえりとチェリー,Movie,1,"Feb 20, 2016",Unknown,Frontier Works,Unknown,Unknown,Original,54 min.,G - All Ages,13616.0,12701,395,0,23,60,11,47,254,5.0,6.0,3.0,6.0,5.0,5.0,3.0,Unknown,1.0,2.0
908,1003,Aa! Megami-sama! (TV) Specials,7.53,"Magic, Comedy, Romance, Supernatural, Seinen",Unknown,ああっ女神さまっ,Special,3,"Apr 1, 2005 to Dec 23, 2005",Unknown,"Bandai Visual, AIC","Media Blasters, NYAV Post",Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1478.0,3320,24443,59,346,19754,349,193,3801,1307.0,1831.0,3655.0,3844.0,1607.0,689.0,149.0,60.0,22.0,24.0
7720,17687,Bemubemu Hunter Kotengu Tenmaru,Unknown,"Adventure, Fantasy",Unknown,べムべムハンター・こてんぐテン丸,TV,19,"May 26, 1983 to Oct 27, 1983",Spring 1983,Unknown,Unknown,Toei Animation,Unknown,25 min. per ep.,Unknown,13417.0,13326,314,1,14,92,12,61,135,5.0,6.0,2.0,9.0,5.0,13.0,2.0,4.0,2.0,5.0
7620,17249,Pretty Rhythm: Rainbow Live,7.52,"Slice of Life, Sports, Music, Shoujo",Unknown,プリティーリズム・レインボーライブ,TV,51,"Apr 6, 2013 to Mar 29, 2014",Spring 2013,TV Tokyo,Unknown,"Tatsunoko Production, Dongwoo A&E",Game,21 min. per ep.,PG - Children,1529.0,4910,9951,169,630,4717,421,583,3600,535.0,550.0,858.0,828.0,457.0,274.0,94.0,37.0,29.0,31.0
7349,15915,Magical Hat,Unknown,"Adventure, Comedy, Fantasy, Kids",Unknown,まじかるハット,TV,33,"Oct 18, 1989 to Jul 6, 1990",Fall 1989,"E&G Films, Fuji TV, Yomiuri Advertising",Unknown,Studio Pierrot,Manga,25 min. per ep.,G - All Ages,15364.0,13019,355,0,21,81,10,57,186,3.0,Unknown,5.0,13.0,12.0,10.0,8.0,3.0,3.0,2.0
2082,2276,Shin Saishuu Chikan Densha,6.42,Hentai,Unknown,新・最終痴漢電車,OVA,3,"Aug 25, 2004 to May 25, 2005",Unknown,"Milky Animation Label, T-Rex",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7400,3555,6,309,1829,179,150,1088,73.0,90.0,182.0,274.0,250.0,169.0,66.0,26.0,21.0,30.0
16114,40363,RoboCop,Unknown,"Dementia, Music",Unknown,RoboCop,Music,1,"May 15, 2019",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,11724.0,15697,154,0,0,125,3,6,20,1.0,Unknown,2.0,10.0,8.0,20.0,13.0,15.0,9.0,14.0
13236,35727,Mayoiga no Oneesan The Animation,6.97,Hentai,Unknown,マヨヒガのお姉さん THE ANIMATION,OVA,1,"Jul 7, 2017",Unknown,Unknown,Unknown,T-Rex,Manga,16 min.,Rx - Hentai,Unknown,4913,9928,60,598,6675,379,337,1939,505.0,442.0,836.0,1172.0,781.0,420.0,151.0,87.0,51.0,68.0
5463,8655,Bijukubo,6.41,Hentai,Unknown,美熟母,OVA,2,"Jul 9, 2010 to Oct 8, 2010",Unknown,Digital Works,Unknown,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5918,6283,27,479,3723,273,270,1538,190.0,136.0,331.0,570.0,521.0,343.0,176.0,78.0,54.0,37.0
1098,1205,Aru Tabibito no Nikki,7.13,"Adventure, Fantasy",Unknown,或る旅人の日記,ONA,6,"Mar 19, 2003 to Jun 4, 2003",Unknown,Robot Communications,Unknown,Unknown,Original,3 min. per ep.,G - All Ages,3074.0,3487,22010,112,358,12717,273,211,8451,906.0,1275.0,2067.0,2607.0,1697.0,970.0,292.0,163.0,70.0,69.0
11888,33421,Hitori no Shita: The Outcast,6.78,"Action, Super Power, Supernatural",Hitori no Shita - The Outcast,一人之下 THE OUTCAST,TV,12,"Jul 9, 2016 to Sep 24, 2016",Summer 2016,"Haoliners Animation League, Tencent Animation & Comics, Emon",Unknown,Namu Animation,Web manga,24 min. per ep.,R - 17+ (violence & profanity),4546.0,1181,125138,236,10963,53432,3819,10261,46663,2099.0,3045.0,7650.0,12750.0,8321.0,4296.0,2366.0,1104.0,671.0,477.0
13464,36161,"Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon",Unknown,"Sci-Fi, Kids, Martial Arts",Unknown,"안녕, 전우치! 도술로봇대결전",Movie,1,"Oct 8, 2015",Unknown,Unknown,Unknown,Unknown,Original,1 hr. 28 min.,PG - Children,13299.0,16021,136,0,9,37,3,39,48,5.0,Unknown,Unknown,4.0,3.0,3.0,4.0,Unknown,1.0,5.0
3145,3577,Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi",Unknown,狂乱家族日記,TV,26,"Apr 12, 2008 to Oct 4, 2008",Spring 2008,Lantis,Unknown,Nomad,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2427.0,3178,26601,115,1803,11064,1899,2212,9623,690.0,1280.0,2478.0,2923.0,1532.0,794.0,343.0,141.0,68.0,60.0
13813,36720,Youkoso! Sukebe Elf no Mori e,7.53,"Harem, Hentai, Supernatural, Fantasy",Unknown,OVAようこそ！スケベエルフの森へ,OVA,4,"Feb 2, 2018 to Aug 7, 2020",Unknown,Unknown,Unknown,T-Rex,Visual novel,16 min. per ep.,Rx - Hentai,Unknown,4104,15640,220,5506,4641,1169,668,3656,1258.0,994.0,1550.0,1447.0,796.0,377.0,129.0,78.0,56.0,96.0
12656,34855,Gabriel DropOut Specials,7.66,"Comedy, Demons, Supernatural, School, Shounen",Unknown,ガヴリールドロップアウトOVA,Special,2,"Mar 24, 2017 to May 24, 2017",Unknown,Unknown,Unknown,Doga Kobo,Manga,15 min. per ep.,PG-13 - Teens 13 or older,1134.0,2124,54905,66,1479,43169,701,297,9259,2785.0,4299.0,9903.0,8925.0,3078.0,983.0,250.0,87.0,53.0,44.0
10923,31374,Shingeki! Kyojin Chuugakkou,7.05,"Comedy, Parody, School, Shounen",Attack on Titan:Junior High,進撃！巨人中学校,TV,12,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Funimation,Production I.G,Manga,17 min. per ep.,PG-13 - Teens 13 or older,3471.0,956,155636,729,10927,101266,6867,11587,24989,7284.0,7616.0,16923.0,25545.0,14667.0,7172.0,2874.0,1311.0,683.0,626.0
12875,35155,Kurayami wa Kiken ga Ippai,Unknown,"Drama, Kids",Unknown,暗やみは危険がいっぱい,OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,15 min.,G - All Ages,15202.0,17043,79,0,5,13,2,27,32,3.0,Unknown,Unknown,2.0,1.0,Unknown,Unknown,Unknown,Unknown,2.0
11248,32149,Tatsunoko Pro x Peeping Life,Unknown,"Comedy, Slice of Life",Unknown,タツノコプロ×Peeping Life,ONA,2,"Dec 26, 2011 to Jan 18, 2012",Unknown,Unknown,Unknown,Unknown,Original,4 min. per ep.,G - All Ages,12382.0,13899,265,0,10,96,9,47,103,4.0,Unknown,Unknown,10.0,11.0,15.0,3.0,2.0,1.0,14.0
586,623,Shichinin no Nana,6.72,"Adventure, Comedy, Magic, Romance, School",Unknown,七人のナナ,TV,25,"Jan 10, 2002 to Jun 27, 2002",Winter 2002,"TV Tokyo, Hal Film Maker, Genco, Asatsu DK, d-rights, AT-X, Studio Jack","Media Blasters, NYAV Post",A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4814.0,6480,4984,17,242,1453,265,366,2658,80.0,93.0,187.0,328.0,238.0,163.0,74.0,28.0,14.0,12.0
6363,10759,Kintarou,Unknown,Drama,Unknown,金太郎,Movie,1,"Mar 16, 1918",Unknown,Unknown,Unknown,Unknown,Original,Unknown,G - All Ages,15035.0,13495,300,0,18,88,14,85,95,13.0,1.0,3.0,8.0,8.0,10.0,3.0,Unknown,1.0,6.0
8306,20587,Ashinaga Ojisan,5.71,"Comedy, Drama, Shoujo",Daddy Long-Legs,あしながおじさん,Special,1,"Oct 10, 1979",Unknown,Fuji TV,Unknown,Tatsunoko Production,Unknown,1 hr.,G - All Ages,9119.0,11460,659,1,31,309,17,48,254,9.0,4.0,18.0,18.0,49.0,61.0,14.0,11.0,11.0,17.0
4365,5916,Donguri no Ie,Unknown,Drama,Unknown,どんぐりの家,Movie,1,1996,Unknown,Unknown,Unknown,Unknown,Manga,1 hr. 40 min.,G - All Ages,13839.0,14548,220,1,6,54,8,34,118,3.0,7.0,4.0,9.0,2.0,4.0,Unknown,Unknown,Unknown,1.0
4871,7025,Kiseichuu no Ichiya,5.11,"Dementia, Horror",Unknown,寄生虫の一夜,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Original,9 min.,R - 17+ (violence & profanity),10459.0,8830,1993,10,23,1503,13,47,407,42.0,40.0,86.0,152.0,171.0,170.0,94.0,103.0,86.0,129.0
15448,39217,Mijikamon Episode 0,5.95,Comedy,Unknown,みじかもん 第0話,ONA,1,"Mar 7, 2014",Unknown,Unknown,Unknown,Kinema Citrus,Manga,2 min.,G - All Ages,8387.0,8130,2636,1,47,1890,33,36,630,57.0,44.0,78.0,216.0,362.0,305.0,89.0,41.0,20.0,21.0
13982,36981,Neko no Dayan (2017),Unknown,Kids,Unknown,猫のダヤン (2017),TV,30,"Oct 14, 2017 to May 3, 2018",Fall 2017,Unknown,Unknown,Unknown,Picture book,3 min. per ep.,G - All Ages,11107.0,15616,159,0,14,43,9,39,54,3.0,5.0,1.0,4.0,8.0,6.0,2.0,2.0,2.0,8.0
1260,1391,Future GPX Cyber Formula,7.35,"Adventure, Sci-Fi, Shounen, Sports",Unknown,新世紀ＧＰＸサイバーフォーミュラ,TV,37,"Mar 15, 1991 to Dec 20, 1991",Spring 1991,Unknown,Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG - Children,2123.0,6285,5368,44,328,1998,236,217,2589,137.0,201.0,422.0,426.0,228.0,103.0,25.0,11.0,4.0,7.0
14076,37146,Complex x Complex,Unknown,School,Complex x Complex,こんぷれっくす×コンプレックス,Movie,1,2015,Unknown,Unknown,Unknown,Unknown,Original,24 min.,PG-13 - Teens 13 or older,13724.0,15128,187,0,9,38,4,23,113,5.0,5.0,Unknown,1.0,6.0,3.0,2.0,4.0,2.0,1.0
16932,42319,Mei Chuxi de Yinyangshi Yijia 2,Unknown,"Slice of Life, Comedy, Historical, Demons, Supernatural",Unknown,没出息的阴阳师一家2,ONA,12,"Jul 15, 2020 to Sep 30, 2020",Unknown,Unknown,Unknown,Green Monster Team,Web manga,5 min. per ep.,PG-13 - Teens 13 or older,15501.0,11720,595,2,67,46,18,46,418,4.0,2.0,7.0,10.0,7.0,7.0,6.0,1.0,4.0,7.0
13549,36309,Butlers: Chitose Momotose Monogatari,5.64,"Comedy, School, Supernatural",Unknown,Butlers~千年百年物語~,TV,12,"Apr 12, 2018 to Jun 28, 2018",Spring 2018,"Lantis, Kadokawa Shoten",Unknown,SILVER LINK.,Original,23 min. per ep.,PG-13 - Teens 13 or older,9319.0,3586,20756,44,2039,5531,832,2893,9461,157.0,154.0,364.0,809.0,1130.0,1148.0,720.0,340.0,206.0,159.0
16283,40658,** Kouhai,7.14,"Demons, Fantasy, Harem, Hentai, Magic",Assisted Mating,○○交配,OVA,4,"Jan 31, 2020 to Apr 24, 2020",Unknown,Majin,Unknown,Unknown,Manga,16 min. per ep.,Rx - Hentai,Unknown,6554,4900,38,1421,1559,469,250,1201,243.0,240.0,413.0,543.0,274.0,164.0,58.0,30.0,19.0,21.0
1013,1113,One: Kagayaku Kisetsu e - True Stories,6.3,Hentai,Unknown,ONE ～輝く季節へ～ True Stories,OVA,3,"Nov 21, 2003 to May 28, 2004",Unknown,CherryLips,Media Blasters,Arms,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7862,2949,13,173,1461,112,122,1081,77.0,69.0,146.0,224.0,232.0,172.0,65.0,41.0,19.0,22.0
13716,36581,Peace Shitenchou,Unknown,Comedy,Unknown,ピースしてんちょう,ONA,5,"Dec 14, 2014 to Feb 13, 2015",Unknown,Unknown,Unknown,Pops Inc.,Other,35 sec. per ep.,G - All Ages,11492.0,16714,103,0,8,47,1,19,28,4.0,Unknown,4.0,2.0,4.0,5.0,5.0,3.0,Unknown,6.0
13968,36954,Break Go!Ga!,Unknown,"Game, Shounen",Break Go!Ga!,ブレイク轟牙,ONA,1,"Dec 14, 2017",Unknown,Unknown,Unknown,Unknown,Other,3 min.,G - All Ages,13505.0,14473,225,0,16,119,2,27,61,3.0,Unknown,1.0,6.0,17.0,23.0,12.0,4.0,5.0,8.0
1202,1331,Dragon Pink,6.14,"Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural",Unknown,ドラゴンピンク,OVA,3,"Aug 5, 1994 to Jul 21, 1995",Unknown,Pink Pineapple,"ADV Films, SoftCel Pictures",AIC,Unknown,25 min. per ep.,Rx - Hentai,Unknown,6463,5012,15,194,3415,121,202,1080,101.0,115.0,273.0,564.0,547.0,395.0,185.0,76.0,53.0,47.0
736,815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,7.36,"Action, Sports, Shounen","The Prince of Tennis:The Two Samurai, The First Game",劇場版 テニスの王子様 二人のサムライ The First Game,Movie,1,"Jan 29, 2005",Unknown,"Nihon Ad Systems, Shueisha",Unknown,Production I.G,Manga,1 hr. 5 min.,PG-13 - Teens 13 or older,2085.0,3763,18670,45,173,16033,100,117,2247,1264.0,1524.0,2324.0,2868.0,1451.0,706.0,282.0,134.0,73.0,39.0
7644,17359,Peeping Life: The Perfect Explosion,Unknown,"Comedy, Slice of Life",Unknown,Peeping Life -The Perfect Explosion-,OVA,10,"Oct 18, 2012",Unknown,CoMix Wave Films,Unknown,Unknown,Original,5 min. per ep.,G - All Ages,11515.0,12446,442,0,20,154,17,63,188,4.0,3.0,9.0,16.0,18.0,15.0,12.0,8.0,6.0,14.0
5763,9421,SMAnime,6.47,"Action, Seinen",Unknown,スマアニメ,OVA,3,2000,Unknown,Unknown,Unknown,Unknown,Unknown,2 min. per ep.,R - 17+ (violence & profanity),6044.0,12324,464,0,21,233,4,22,184,8.0,12.0,21.0,45.0,38.0,17.0,7.0,7.0,1.0,6.0
11000,31560,Miss Monochrome The Animation 3,6.54,"Music, Slice of Life, Comedy",Unknown,ミス・モノクローム -The Animation- 3,TV,13,"Oct 2, 2015 to Dec 25, 2015",Fall 2015,"Starchild Records, Magic Capsule",Crunchyroll,"SANZIGEN, LIDENFILMS",Original,7 min. per ep.,G - All Ages,5690.0,4440,12830,6,569,8395,334,336,3196,221.0,355.0,889.0,1849.0,1474.0,848.0,270.0,126.0,64.0,42.0
6261,10540,Genki!! Ekoda-chan,Unknown,Comedy,Unknown,元気!!江古田ちゃん,TV,22,"Apr 13, 2011 to Sep 14, 2011",Spring 2011,Unknown,Unknown,DLE,4-koma manga,5 min. per ep.,PG-13 - Teens 13 or older,14114.0,11034,783,0,37,145,34,78,489,9.0,2.0,6.0,13.0,14.0,23.0,18.0,2.0,5.0,12.0
10480,30337,Mac the Movie,4.7,Dementia,Unknown,マック･ザ･ムービー,Movie,1,1985,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10842.0,13330,319,0,6,236,5,26,46,9.0,1.0,5.0,4.0,15.0,19.0,27.0,25.0,25.0,33.0
13015,35370,Teekyuu 9,6.61,"Comedy, Sports",Teekyu 9,てーきゅう 9期,TV,12,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,"DAX Production, Smiral Animation",Unknown,Millepensee,Manga,2 min. per ep.,PG-13 - Teens 13 or older,5325.0,4768,10794,13,448,6830,189,224,3103,286.0,259.0,719.0,1565.0,1159.0,600.0,180.0,119.0,60.0,58.0
3040,3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.96,"Sci-Fi, Comedy, Mecha",Ghost in the Shell:Stand Alone Complex - Solid State Society:Uchikomatic Days,攻殻機動隊 ウチコマナ日々,Special,1,"Jul 24, 2007",Unknown,Unknown,Bandai Entertainment,Production I.G,Manga,4 min.,PG - Children,3788.0,4668,11386,15,169,6620,159,150,4288,419.0,426.0,783.0,1129.0,807.0,431.0,124.0,68.0,41.0,50.0
17520,47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",Unknown,"Action, Fantasy",Unknown,世界最高の暗殺者、異世界貴族に転生する,TV,Unknown,"Jul, 2021 to ?",Summer 2021,Unknown,Unknown,"SILVER LINK., Studio Palette",Light novel,Unknown,Unknown,Unknown,9334,1900,19,0,0,0,0,1900,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9232,24903,Neko Funjatta,5.25,"Music, Kids",Unknown,ねこふんじゃった,Music,1,"Oct 20, 1966",Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,10203.0,13982,258,0,6,180,3,30,39,6.0,5.0,5.0,6.0,15.0,27.0,26.0,14.0,12.0,17.0
13253,35770,Hungry Days: Aoharu ka yo.,5.96,"Slice of Life, Magic, Romance",Unknown,HUNGRY DAYS　アオハルかよ。,Special,Unknown,"Jun 7, 2017 to ?",Unknown,Unknown,Unknown,"Shaft, Tatsunoko Production",Other,30 sec.,G - All Ages,8350.0,6202,5552,6,1237,2,730,401,3182,54.0,56.0,133.0,216.0,305.0,257.0,82.0,52.0,29.0,47.0
3294,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.38,"Adventure, Fantasy, Comedy",The Littl' Bits,森の陽気な小人たち ベルフィーとリビット,TV,26,"Jan 7, 1980 to Jun 30, 1980",Winter 1980,Meruhensha,Saban Entertainment,Tatsunoko Production,Unknown,25 min. per ep.,G - All Ages,6528.0,10112,1161,2,35,624,44,113,345,20.0,27.0,55.0,100.0,114.0,62.0,29.0,8.0,5.0,8.0
9939,29107,Banana Mura ni Ame ga Furu,4.77,"Music, Kids",Unknown,バナナ村に雨がふる,Music,1,"Aug 3, 1987",Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,10788.0,13356,314,1,7,224,4,29,50,9.0,1.0,3.0,6.0,15.0,28.0,34.0,22.0,25.0,19.0
4680,6653,Ginga Tetsudou 999: Glass no Clair,6.6,"Drama, Sci-Fi, Space",Galaxy Express 999:Claire of the Glass,銀河鉄道９９９ ガラスのクレア,Movie,1,"Mar 15, 1980",Unknown,Unknown,Unknown,Toei Animation,Manga,15 min.,G - All Ages,5359.0,8671,2115,4,56,1100,49,63,847,42.0,56.0,119.0,202.0,192.0,95.0,35.0,15.0,8.0,6.0
859,952,Magical Nyan Nyan Taruto,6.24,"Comedy, Magic",Magical Meow Meow Taruto,魔法少女猫[まじかる にゃん にゃん]たると,TV,12,"Jul 5, 2001 to Sep 27, 2001",Summer 2001,"Bandai Visual, Dentsu",Bandai Entertainment,"Madhouse, TNK",Unknown,22 min. per ep.,G - All Ages,7165.0,6068,5878,8,263,2090,314,438,2773,74.0,117.0,194.0,391.0,395.0,298.0,148.0,63.0,40.0,41.0
95,116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735.0,4198,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0
8653,22359,Sanzoku no Musume Ronja,7.15,Adventure,Ronja Rövardotter,山賊の娘ローニャ,TV,26,"Oct 11, 2014 to Mar 28, 2015",Fall 2014,"NHK, Dwango",GKIDS,"Studio Ghibli, Polygon Pictures",Book,25 min. per ep.,G - All Ages,2972.0,3295,24822,63,1481,5582,1351,2411,13997,351.0,589.0,1258.0,1429.0,913.0,562.0,267.0,112.0,70.0,66.0
3493,4094,Batman: Gotham Knight,6.98,"Action, Adventure, Martial Arts",Batman:Gotham Knight,バットマン ゴッサムナイト,OVA,6,"Jul 8, 2008",Unknown,Cyclone Graphics,Warner Bros. Japan,"Bee Train, Production I.G, Madhouse, Studio 4°C",Other,12 min. per ep.,PG-13 - Teens 13 or older,3711.0,3321,24437,64,368,18799,214,273,4783,780.0,1319.0,3145.0,4648.0,2755.0,1241.0,448.0,179.0,91.0,77.0
15803,39790,Adachi to Shimamura,7.21,"Slice of Life, Romance, School, Shoujo Ai",Adachi and Shimamura,安達としまむら,TV,12,"Oct 9, 2020 to Dec 25, 2020",Fall 2020,Kadokawa,Funimation,Tezuka Productions,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2726.0,1342,104719,834,17601,34330,3263,4687,44838,2376.0,3649.0,8406.0,10672.0,5362.0,2488.0,958.0,387.0,155.0,129.0
9506,26255,Mina no Bousai Mura Dzukuri,Unknown,"Drama, Kids",Unknown,ミナの防災村づくり,OVA,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,20 min.,G - All Ages,15564.0,16753,102,0,5,29,2,33,33,3.0,Unknown,Unknown,8.0,2.0,2.0,1.0,1.0,1.0,2.0
9470,26143,Okori Jizou,Unknown,"Historical, Kids",Unknown,おこりじぞう,Movie,1,"Jun 15, 1983",Unknown,Unknown,Unknown,Unknown,Unknown,27 min.,G - All Ages,11334.0,15947,142,0,5,35,2,46,54,6.0,Unknown,2.0,3.0,3.0,2.0,1.0,1.0,Unknown,3.0
6886,13053,Aimai Elegy,6.54,Music,Unknown,愛迷エレジー,Music,1,"Dec 15, 2010",Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,PG-13 - Teens 13 or older,5655.0,8067,2704,3,16,2373,21,36,258,113.0,131.0,249.0,378.0,340.0,244.0,79.0,43.0,32.0,21.0
6422,10889,Jungle Kurobee,Unknown,Comedy,Unknown,ジャングル黒べえ,TV,31,"Mar 2, 1973 to Sep 28, 1973",Spring 1973,Unknown,Unknown,Tokyo Movie Shinsha,Manga,25 min. per ep.,Unknown,14723.0,13009,350,0,18,87,15,77,153,9.0,Unknown,6.0,10.0,9.0,11.0,6.0,3.0,10.0,4.0
9330,25431,Chain Chronicle: Short Animation,5.98,"Action, Adventure, Magic, Fantasy, Shounen",Unknown,チェインクロニクル ~ショートアニメ~,OVA,8,"Sep 6, 2014 to Dec 18, 2014",Unknown,"Sotsu, Sega",Unknown,Unknown,Game,5 min. per ep.,PG-13 - Teens 13 or older,8290.0,5094,9080,6,516,3780,180,221,4383,108.0,91.0,213.0,538.0,725.0,521.0,212.0,96.0,71.0,38.0
