,Unnamed: 0,MAL_ID,Name,Genres,English name,Type,Episodes,Aired,Producers,Licensors,Studios,Source,Duration,Rating
14076,14076,37146,Complex x Complex,['School'],Complex x Complex,Movie,1.0,"[datetime.datetime(2015, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,24.0,PG13
16932,16932,42319,Mei Chuxi de Yinyangshi Yijia 2,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']",,ONA,12.0,"[datetime.datetime(2020, 7, 15, 0, 0), datetime.datetime(2020, 9, 30, 0, 0)]",['Unknown'],['Unknown'],Green Monster Team,Web manga,5.0,PG13
13549,13549,36309,Butlers: Chitose Momotose Monogatari,"['Comedy', 'School', 'Supernatural']",,TV,12.0,"[datetime.datetime(2018, 4, 12, 0, 0), datetime.datetime(2018, 6, 28, 0, 0)]","['Lantis', 'Kadokawa Shoten']",['Unknown'],SILVER LINK.,Original,23.0,PG13
16283,16283,40658,** Kouhai,"['Demons', 'Fantasy', 'Harem', 'Hentai', 'Magic']",Assisted Mating,OVA,4.0,"[datetime.datetime(2020, 1, 31, 0, 0), datetime.datetime(2020, 4, 24, 0, 0)]",['Majin'],['Unknown'],,Manga,16.0,Rx
1013,1013,1113,One: Kagayaku Kisetsu e - True Stories,['Hentai'],,OVA,3.0,"[datetime.datetime(2003, 11, 21, 0, 0), datetime.datetime(2004, 5, 28, 0, 0)]",['CherryLips'],['Media Blasters'],Arms,Visual novel,30.0,Rx
13716,13716,36581,Peace Shitenchou,['Comedy'],,ONA,5.0,"[datetime.datetime(2014, 12, 14, 0, 0), datetime.datetime(2015, 2, 13, 0, 0)]",['Unknown'],['Unknown'],Pops Inc.,Other,0.0,G
13968,13968,36954,Break Go!Ga!,"['Game', 'Shounen']",Break Go!Ga!,ONA,1.0,"[datetime.datetime(2017, 12, 14, 0, 0)]",['Unknown'],['Unknown'],,Other,3.0,G
1202,1202,1331,Dragon Pink,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Hentai', 'Magic', 'Supernatural']",,OVA,3.0,"[datetime.datetime(1994, 8, 5, 0, 0), datetime.datetime(1995, 7, 21, 0, 0)]",['Pink Pineapple'],"['ADV Films', 'SoftCel Pictures']",AIC,,25.0,Rx
736,736,815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,"['Action', 'Sports', 'Shounen']","The Prince of Tennis:The Two Samurai, The First Game",Movie,1.0,"[datetime.datetime(2005, 1, 29, 0, 0)]","['Nihon Ad Systems', 'Shueisha']",['Unknown'],Production I.G,Manga,65.0,PG13
7644,7644,17359,Peeping Life: The Perfect Explosion,"['Comedy', 'Slice of Life']",,OVA,10.0,"[datetime.datetime(2012, 10, 18, 0, 0)]",['CoMix Wave Films'],['Unknown'],,Original,5.0,G
5763,5763,9421,SMAnime,"['Action', 'Seinen']",,OVA,3.0,"[datetime.datetime(2000, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,2.0,R
11000,11000,31560,Miss Monochrome The Animation 3,"['Music', 'Slice of Life', 'Comedy']",,TV,13.0,"[datetime.datetime(2015, 10, 2, 0, 0), datetime.datetime(2015, 12, 25, 0, 0)]","['Starchild Records', 'Magic Capsule']",['Crunchyroll'],"SANZIGEN, LIDENFILMS",Original,7.0,G
6261,6261,10540,Genki!! Ekoda-chan,['Comedy'],,TV,22.0,"[datetime.datetime(2011, 4, 13, 0, 0), datetime.datetime(2011, 9, 14, 0, 0)]",['Unknown'],['Unknown'],DLE,4-koma manga,5.0,PG13
10480,10480,30337,Mac the Movie,['Dementia'],,Movie,1.0,"[datetime.datetime(1985, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
13015,13015,35370,Teekyuu 9,"['Comedy', 'Sports']",Teekyu 9,TV,12.0,"[datetime.datetime(2017, 7, 12, 0, 0), datetime.datetime(2017, 9, 27, 0, 0)]","['DAX Production', 'Smiral Animation']",['Unknown'],Millepensee,Manga,2.0,PG13
3040,3040,3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,"['Sci-Fi', 'Comedy', 'Mecha']",Ghost in the Shell:Stand Alone Complex - Solid State Society:Uchikomatic Days,Special,1.0,"[datetime.datetime(2007, 7, 24, 0, 0)]",['Unknown'],['Bandai Entertainment'],Production I.G,Manga,4.0,PG
17520,17520,47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","['Action', 'Fantasy']",,TV,,"[datetime.datetime(2021, 7, 1, 0, 0), nan]",['Unknown'],['Unknown'],"SILVER LINK., Studio Palette",Light novel,,
9232,9232,24903,Neko Funjatta,"['Music', 'Kids']",,Music,1.0,"[datetime.datetime(1966, 10, 20, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
13253,13253,35770,Hungry Days: Aoharu ka yo.,"['Slice of Life', 'Magic', 'Romance']",,Special,,"[datetime.datetime(2017, 6, 7, 0, 0), nan]",['Unknown'],['Unknown'],"Shaft, Tatsunoko Production",Other,0.0,G
3294,3294,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"['Adventure', 'Fantasy', 'Comedy']",The Littl' Bits,TV,26.0,"[datetime.datetime(1980, 1, 7, 0, 0), datetime.datetime(1980, 6, 30, 0, 0)]",['Meruhensha'],['Saban Entertainment'],Tatsunoko Production,,25.0,G
9939,9939,29107,Banana Mura ni Ame ga Furu,"['Music', 'Kids']",,Music,1.0,"[datetime.datetime(1987, 8, 3, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
4680,4680,6653,Ginga Tetsudou 999: Glass no Clair,"['Drama', 'Sci-Fi', 'Space']",Galaxy Express 999:Claire of the Glass,Movie,1.0,"[datetime.datetime(1980, 3, 15, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,Manga,15.0,G
859,859,952,Magical Nyan Nyan Taruto,"['Comedy', 'Magic']",Magical Meow Meow Taruto,TV,12.0,"[datetime.datetime(2001, 7, 5, 0, 0), datetime.datetime(2001, 9, 27, 0, 0)]","['Bandai Visual', 'Dentsu']",['Bandai Entertainment'],"Madhouse, TNK",,22.0,G
95,95,116,El Hazard: The Wanderers,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",El-Hazard:The Wanderers,TV,26.0,"[datetime.datetime(1995, 10, 6, 0, 0), datetime.datetime(1996, 3, 29, 0, 0)]","['TV Tokyo', 'Geneon Universal Entertainment', 'SoftX', 'Pioneer LDC', 'TV Tokyo Music', 'Atelier Musa']","['Nozomi Entertainment', 'Geneon Entertainment USA']",AIC,Original,23.0,PG13
8653,8653,22359,Sanzoku no Musume Ronja,['Adventure'],Ronja Rövardotter,TV,26.0,"[datetime.datetime(2014, 10, 11, 0, 0), datetime.datetime(2015, 3, 28, 0, 0)]","['NHK', 'Dwango']",['GKIDS'],"Studio Ghibli, Polygon Pictures",Book,25.0,G
3493,3493,4094,Batman: Gotham Knight,"['Action', 'Adventure', 'Martial Arts']",Batman:Gotham Knight,OVA,6.0,"[datetime.datetime(2008, 7, 8, 0, 0)]",['Cyclone Graphics'],['Warner Bros. Japan'],"Bee Train, Production I.G, Madhouse, Studio 4°C",Other,12.0,PG13
15803,15803,39790,Adachi to Shimamura,"['Slice of Life', 'Romance', 'School', 'Shoujo Ai']",Adachi and Shimamura,TV,12.0,"[datetime.datetime(2020, 10, 9, 0, 0), datetime.datetime(2020, 12, 25, 0, 0)]",['Kadokawa'],['Funimation'],Tezuka Productions,Light novel,24.0,PG13
9506,9506,26255,Mina no Bousai Mura Dzukuri,"['Drama', 'Kids']",,OVA,1.0,"[datetime.datetime(2008, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,20.0,G
9470,9470,26143,Okori Jizou,"['Historical', 'Kids']",,Movie,1.0,"[datetime.datetime(1983, 6, 15, 0, 0)]",['Unknown'],['Unknown'],,,27.0,G
6886,6886,13053,Aimai Elegy,['Music'],,Music,1.0,"[datetime.datetime(2010, 12, 15, 0, 0)]",['Unknown'],['Unknown'],,,3.0,PG13
6422,6422,10889,Jungle Kurobee,['Comedy'],,TV,31.0,"[datetime.datetime(1973, 3, 2, 0, 0), datetime.datetime(1973, 9, 28, 0, 0)]",['Unknown'],['Unknown'],Tokyo Movie Shinsha,Manga,25.0,
9330,9330,25431,Chain Chronicle: Short Animation,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",,OVA,8.0,"[datetime.datetime(2014, 9, 6, 0, 0), datetime.datetime(2014, 12, 18, 0, 0)]","['Sotsu', 'Sega']",['Unknown'],,Game,5.0,PG13
9055,9055,23931,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",,Special,1.0,"[datetime.datetime(2014, 10, 11, 0, 0)]",['AIC'],['Unknown'],Xebec,Original,130.0,PG13
8760,8760,22689,Terra Formars: Bugs 2-hen,"['Action', 'Horror', 'Sci-Fi', 'Space']",,OVA,2.0,"[datetime.datetime(2014, 8, 19, 0, 0), datetime.datetime(2014, 11, 19, 0, 0)]","['Warner Bros. Japan', 'Ultra Super Pictures', 'MAGES.', 'Good Smile Company', 'Animatic']",['Unknown'],LIDENFILMS,Manga,26.0,R
2221,2221,2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!","['Comedy', 'Shoujo']",,Special,3.0,"[datetime.datetime(1998, 9, 25, 0, 0), datetime.datetime(1999, 9, 25, 0, 0)]",['NHK'],['Unknown'],,Manga,5.0,G
4678,4678,6641,Tonari no 801-chan R,"['Comedy', 'Music']",,OVA,1.0,"[datetime.datetime(2009, 9, 10, 0, 0)]",['Unknown'],['Unknown'],A-1 Pictures,4-koma manga,1.0,G
6976,6976,13433,himitsukesshatakanotsume.jp,"['Comedy', 'Parody', 'Super Power']",,ONA,78.0,"[datetime.datetime(2012, 4, 6, 0, 0), datetime.datetime(2014, 4, 23, 0, 0)]",['Unknown'],['Unknown'],DLE,,5.0,PG13
7065,7065,13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",,OVA,3.0,"[datetime.datetime(1996, 12, 13, 0, 0), datetime.datetime(1997, 6, 21, 0, 0)]",['TV Asahi'],['Unknown'],Toei Animation,,30.0,PG13
14106,14106,37189,Morinaga Nyuugyou x Mary to Majo no Hana,"['Slice of Life', 'Magic']",,Special,4.0,"[datetime.datetime(2017, 4, 6, 0, 0), datetime.datetime(2017, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Other,0.0,G
7243,7243,15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,"['Parody', 'Yaoi']",Maiden Rose Specials,Special,2.0,"[datetime.datetime(2009, 5, 29, 0, 0), datetime.datetime(2009, 10, 23, 0, 0)]",['Unknown'],['Unknown'],PrimeTime,Manga,5.0,R+
2407,2407,2621,Natsu e no Tobira,"['Drama', 'Romance', 'Shoujo', 'Shounen Ai']",,Movie,1.0,"[datetime.datetime(1981, 3, 20, 0, 0)]",['Unknown'],['Unknown'],"Madhouse, Toei Animation",Manga,59.0,PG13
12564,12564,34697,Shinmai,"['Slice of Life', 'Comedy']",,Special,4.0,"[datetime.datetime(2008, 4, 15, 0, 0)]",['Unknown'],['Unknown'],,Original,2.0,G
16883,16883,42211,Original Eigakan Manner Eizou,"['Comedy', 'Parody']",,Special,1.0,"[datetime.datetime(2019, 9, 10, 0, 0)]",['Unknown'],['Unknown'],,Original,2.0,PG13
426,426,455,Fantastic Children,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Fantastic Children,TV,26.0,"[datetime.datetime(2004, 10, 5, 0, 0), datetime.datetime(2005, 3, 29, 0, 0)]",['Unknown'],['Bandai Entertainment'],Nippon Animation,Original,24.0,PG13
518,518,553,Yami no Matsuei,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Shoujo', 'Shounen Ai', 'Vampire']",Descendants of Darkness,TV,13.0,"[datetime.datetime(2000, 10, 2, 0, 0), datetime.datetime(2000, 12, 18, 0, 0)]","['Starchild Records', 'Movic']","['Central Park Media', 'Discotek Media']",J.C.Staff,Manga,23.0,R
5237,5237,8123,Cooking Papa,"['Comedy', 'Slice of Life']",,TV,151.0,"[datetime.datetime(1992, 4, 9, 0, 0), datetime.datetime(1995, 5, 25, 0, 0)]",['Asahi Broadcasting'],['Unknown'],Eiken,Manga,25.0,G
1973,1973,2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"['Harem', 'Romance', 'School']",,TV,13.0,"[datetime.datetime(2007, 4, 4, 0, 0), datetime.datetime(2007, 6, 27, 0, 0)]",['Unknown'],['Unknown'],Artland,Visual novel,25.0,PG13
2300,2300,2512,Detective Conan OVA 02: 16 Suspects,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",,OVA,1.0,"[datetime.datetime(2002, 1, 1, 0, 0)]",['Unknown'],['Unknown'],TMS Entertainment,Manga,25.0,PG13
12727,12727,34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,['Hentai'],,OVA,1.0,"[datetime.datetime(2017, 5, 26, 0, 0)]",['Pink Pineapple'],['Unknown'],Seven,Manga,24.0,Rx
395,395,422,Stratos 4 OVA,"['Comedy', 'Military', 'Sci-Fi', 'Shounen']",,OVA,2.0,"[datetime.datetime(2004, 5, 25, 0, 0), datetime.datetime(2004, 8, 1, 0, 0)]",['Bandai Visual'],['Bandai Entertainment'],Studio Fantasia,Original,30.0,PG13
5414,5414,8524,The Kabocha Wine: Nita no Aijou Monogatari,"['Slice of Life', 'Comedy', 'Romance', 'School']",,Movie,1.0,"[datetime.datetime(1984, 7, 14, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,24.0,PG13
9566,9566,27377,Tanuki-san Ooatari,['Kids'],,Movie,1.0,"[datetime.datetime(1967, 3, 19, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,15.0,PG
6157,6157,10319,Chou Dendou Robo Tetsujin 28-gou FX,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",,TV,47.0,"[datetime.datetime(1992, 4, 5, 0, 0), datetime.datetime(1993, 3, 30, 0, 0)]",['Tokyo Movie Shinsha'],['Unknown'],,,24.0,G
5307,5307,8249,Votoms Finder,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Votoms Finder Armored Trooperoid,OVA,1.0,"[datetime.datetime(2010, 12, 4, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Original,39.0,PG13
1676,1676,1840,Zero no Tsukaima: Futatsuki no Kishi,"['Action', 'Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School']",The Familiar of Zero:Knight of the Twin Moons,TV,12.0,"[datetime.datetime(2007, 7, 9, 0, 0), datetime.datetime(2007, 9, 24, 0, 0)]","['Genco', 'Media Factory', 'Shochiku', 'Happinet Pictures']",['Sentai Filmworks'],J.C.Staff,Light novel,23.0,PG13
6107,6107,10201,Senkou no Night Raid: Aruku Hako,"['Action', 'Historical', 'Super Power']",,Special,1.0,"[datetime.datetime(2010, 12, 22, 0, 0)]",['Aniplex'],['Unknown'],A-1 Pictures,Original,18.0,PG13
15773,15773,39721,Fairy Tail x Mameshiba,['Comedy'],Fairy Tail x Mameshiba,ONA,1.0,"[datetime.datetime(2019, 4, 12, 0, 0)]",['Unknown'],['Unknown'],,Original,1.0,G
1323,1323,1457,Key the Metal Idol,"['Action', 'Sci-Fi', 'Music', 'Psychological', 'Drama', 'Mecha']",Key the Metal Idol,OVA,15.0,"[datetime.datetime(1994, 12, 16, 0, 0), datetime.datetime(1997, 6, 18, 0, 0)]","['VIZ Media', 'Pony Canyon', 'Fuji TV', 'Fuji Creative']",['Discotek Media'],Studio Pierrot,Original,34.0,PG13
14868,14868,38368,Youkai Ningen Bem: Part II,"['Demons', 'Horror']",,Special,2.0,"[datetime.datetime(1992, 10, 21, 0, 0)]",['Unknown'],['Unknown'],Topcraft,Original,24.0,PG13
2826,2826,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"['Drama', 'Historical']",,TV,52.0,"[datetime.datetime(1992, 10, 15, 0, 0), datetime.datetime(1993, 9, 30, 0, 0)]",['TV Tokyo'],['Unknown'],Nippon Animation,,26.0,G
10240,10240,29928,Jataka Monogatari: Kiniro no Shika,['Kids'],,Movie,1.0,"[datetime.datetime(1962, 1, 1, 0, 0)]",['Gakken'],['Unknown'],,Original,10.0,G
13694,13694,36550,Lalala Lala-chan Mini,"['Kids', 'Parody']",,ONA,24.0,"[datetime.datetime(2015, 3, 26, 0, 0), datetime.datetime(2016, 2, 11, 0, 0)]",['Unknown'],['Unknown'],Usagi Ou,Original,0.0,G
5662,5662,9177,Burning Blood,"['Sports', 'Shounen']",,OVA,3.0,"[datetime.datetime(1990, 4, 25, 0, 0), datetime.datetime(1991, 4, 25, 0, 0)]",['Unknown'],['Unknown'],Magic Bus,Manga,42.0,R+
11953,11953,33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,"['Game', 'Space', 'Comedy']",Crane Game Girls Galaxy,TV,12.0,"[datetime.datetime(2016, 10, 5, 0, 0), datetime.datetime(2016, 12, 21, 0, 0)]",['Pony Canyon Enterprise'],['Unknown'],Kyotoma,Original,13.0,PG
15764,15764,39707,Gekiyaba∞Bokkan!!,"['Action', 'Game', 'Music']",,Music,1.0,"[datetime.datetime(2017, 2, 20, 0, 0)]",['Sony Music Entertainment'],['Unknown'],,Original,3.0,PG
12669,12669,34871,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,"['Kids', 'Fantasy', 'Comedy']",,Movie,1.0,"[datetime.datetime(2017, 7, 1, 0, 0)]",['Nippon Television Network'],['Unknown'],TMS Entertainment,Picture book,,PG
14649,14649,38018,Chokkan × Algorhythm♪ 2nd Season,"['Music', 'Comedy']",Live Animation Heart × Algorhythm 2nd Season,ONA,17.0,"[datetime.datetime(2018, 10, 8, 0, 0), datetime.datetime(2019, 2, 11, 0, 0)]","['Just Production', 'DMM.futureworks', 'S-TAR7', 'Dokidoki Factory']",['Unknown'],W-Toon Studio,Original,30.0,G
1687,1687,1851,Haou Daikei Ryuu Knight: Adeu Legend Final,"['Parody', 'Adventure', 'Fantasy', 'Comedy', 'Mecha']",Lord of Lords Ryu Knight:Adeu's Legend Final,OVA,1.0,"[datetime.datetime(1996, 5, 25, 0, 0)]",['Unknown'],['Unknown'],Sunrise,,30.0,PG13
5531,5531,8783,Nezha Nao Hai,['Kids'],Prince Nezha's Triumph Against Dragon King,Movie,1.0,"[datetime.datetime(1979, 5, 19, 0, 0)]",['Unknown'],['Unknown'],Shanghai Animation Film Studio,Novel,65.0,G
470,470,503,Eien no Aselia,"['Adventure', 'Drama', 'Fantasy']",The Eternal Aseria,OVA,2.0,"[datetime.datetime(2005, 6, 24, 0, 0), datetime.datetime(2006, 3, 24, 0, 0)]","['Studio Matrix', 'Japan Home Video']",['Unknown'],,Visual novel,30.0,PG13
11674,11674,33037,Tsukiuta. The Animation,['Music'],TSUKIUTA. The Animation,TV,13.0,"[datetime.datetime(2016, 7, 6, 0, 0), datetime.datetime(2016, 9, 28, 0, 0)]","['Movic', 'Pierrot Plus']",['Funimation'],Studio Pierrot,Music,24.0,PG13
5392,5392,8479,Hetalia World Series,"['Comedy', 'Historical', 'Parody']",Hetalia World Series,ONA,48.0,"[datetime.datetime(2010, 3, 26, 0, 0), datetime.datetime(2011, 3, 11, 0, 0)]",['Frontier Works'],['Funimation'],Studio Deen,Web manga,5.0,PG13
9713,9713,28097,Little Twins,"['Adventure', 'Kids']",Little Twins,OVA,3.0,"[datetime.datetime(1992, 7, 23, 0, 0), datetime.datetime(1993, 1, 1, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,25.0,G
16634,16634,41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,"['Adventure', 'Comedy']",,TV,24.0,"[datetime.datetime(2020, 4, 16, 0, 0), datetime.datetime(2020, 9, 24, 0, 0)]",['TV Tokyo'],['Unknown'],Studio Crocodile,Original,3.0,PG13
12766,12766,35029,Tensei Kendo no Harem Colosseo,"['Harem', 'Hentai', 'Supernatural', 'Fantasy']",,OVA,4.0,"[datetime.datetime(2017, 5, 26, 0, 0), datetime.datetime(2018, 1, 26, 0, 0)]",['PoRO'],['Unknown'],,Light novel,20.0,Rx
12030,12030,33723,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,"['Comedy', 'Magic']",,ONA,12.0,"[datetime.datetime(2016, 7, 1, 0, 0), datetime.datetime(2016, 9, 16, 0, 0)]",['Pony Canyon'],['Unknown'],Bouncy,Original,40.0,PG13
12044,12044,33741,Kidou Keisatsu Patlabor: Reboot,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']",Mobile Police Patlabor:Reboot,Movie,1.0,"[datetime.datetime(2016, 10, 15, 0, 0)]",['Unknown'],['Unknown'],Khara,Original,7.0,PG13
3556,3556,4208,Tetsujin 28-gou (1980),"['Action', 'Mecha']",The New Adventures of Gigantor,TV,51.0,"[datetime.datetime(1980, 10, 3, 0, 0), datetime.datetime(1981, 9, 25, 0, 0)]","['Tokyo Movie Shinsha', 'Studio Jack']",['Discotek Media'],,,23.0,G
15971,15971,40104,Honoo no Mirage: Muyou no Michi,"['Action', 'Historical', 'Supernatural', 'Drama', 'Romance', 'School', 'Shounen Ai']",Mirage of Blaze Recap,Special,1.0,"[datetime.datetime(2002, 2, 4, 0, 0)]",['Unknown'],['Unknown'],Madhouse,Light novel,24.0,PG13
2862,2862,3174,Sola Specials,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",,Special,2.0,"[datetime.datetime(2007, 9, 25, 0, 0), datetime.datetime(2007, 10, 26, 0, 0)]",['Bandai Visual'],['Bandai Entertainment'],Nomad,Manga,24.0,PG13
2821,2821,3104,Geisters: Fractions of the Earth,"['Action', 'Military', 'Sci-Fi']",Geisters:Fractions of the Earth,TV,26.0,"[datetime.datetime(2001, 10, 6, 0, 0), datetime.datetime(2002, 3, 30, 0, 0)]","['TV Osaka', 'Plum']",['Unknown'],,Original,24.0,PG13
972,972,1070,Love Get Chu,"['Comedy', 'Romance']",,TV,25.0,"[datetime.datetime(2006, 4, 5, 0, 0), datetime.datetime(2006, 9, 27, 0, 0)]",['Unknown'],['Unknown'],Radix,Visual novel,24.0,PG13
14827,14827,38305,Ohayou no Uta,"['Kids', 'Music']",,Music,1.0,"[datetime.datetime(2007, 8, 1, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
12990,12990,35328,BOY's LOVE Nitro+CHiRAL,"['Comedy', 'Parody']",BOY's LOVE Nitro+CHiRAL,ONA,5.0,"[datetime.datetime(2017, 4, 1, 0, 0)]",['Nitroplus'],['Unknown'],,Game,4.0,G
10993,10993,31547,Ryouma 30 Seconds,['Historical'],,TV,5.0,"[datetime.datetime(2009, 9, 1, 0, 0)]",['Unknown'],['Unknown'],,,0.0,G
16390,16390,40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,"['Comedy', 'School']",,Special,1.0,"[datetime.datetime(2017, 10, 21, 0, 0)]",['Unknown'],['Unknown'],,Original,10.0,PG13
9113,9113,24259,Mechano: Scientific Attack Force,"['Comedy', 'Dementia', 'Fantasy', 'Horror', 'Music', 'Parody']",Meccano,OVA,3.0,"[datetime.datetime(1995, 9, 1, 0, 0)]",['Unknown'],['Unknown'],,,10.0,
7323,7323,15809,Hataraku Maou-sama!,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']",The Devil is a Part-Timer!,TV,13.0,"[datetime.datetime(2013, 4, 4, 0, 0), datetime.datetime(2013, 6, 27, 0, 0)]","['Sotsu', 'Lantis', 'Pony Canyon', 'Magic Capsule', 'Infinite']",['Funimation'],White Fox,Light novel,24.0,PG13
1938,1938,2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,"['Action', 'Sports', 'Shounen']",,Movie,1.0,"[datetime.datetime(1985, 12, 21, 0, 0)]",['Group TAC'],['Unknown'],,,60.0,G
3881,3881,4918,xxxHOLiC Shunmuki,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",,OVA,2.0,"[datetime.datetime(2009, 2, 17, 0, 0), datetime.datetime(2009, 6, 23, 0, 0)]",['Kodansha'],['Unknown'],Production I.G,Manga,26.0,PG13
4752,4752,6796,Kyuukyoku Choujin R,"['Sci-Fi', 'Comedy']","The Ultimate Esper ""R""",OVA,1.0,"[datetime.datetime(1991, 10, 24, 0, 0)]","['Shogakukan-Shueisha Productions', 'Bandai']",['Unknown'],Studio Coa,Manga,73.0,PG13
16176,16176,40472,Boku to Joi no Shinsatsu Nisshi The Animation,['Hentai'],,OVA,1.0,"[datetime.datetime(2019, 12, 20, 0, 0)]",['Pink Pineapple'],['Unknown'],,Visual novel,23.0,Rx
11059,11059,31675,Haikyuu!! Quest Picture Drama,"['Comedy', 'Fantasy', 'Game', 'Shounen']",,OVA,3.0,"[datetime.datetime(2014, 9, 25, 0, 0)]",['Bandai Namco Entertainment'],['Unknown'],Production I.G,Manga,4.0,PG13
12461,12461,34510,Hei Mao Jing Zhang,"['Action', 'Adventure', 'Cars', 'Comedy', 'Kids', 'Police']",Black Cat Detective,TV,5.0,"[datetime.datetime(1984, 1, 1, 0, 0), datetime.datetime(1984, 12, 1, 0, 0)]",['Unknown'],['Unknown'],Shanghai Animation Film Studio,Original,18.0,PG
3524,3524,4155,One Piece Film: Strong World,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",One Piece Film Strong World,Movie,1.0,"[datetime.datetime(2009, 12, 12, 0, 0)]",['Unknown'],['Funimation'],Toei Animation,Manga,115.0,PG13
15376,15376,39139,Hong Mao Lan Tu: Kuaile Shizi,['Kids'],,TV,80.0,"[datetime.datetime(2014, 11, 26, 0, 0), nan]",['Unknown'],['Unknown'],,,17.0,G
10335,10335,30083,Warenai Tamago,"['Music', 'Comedy', 'Kids']",,Music,1.0,"[datetime.datetime(1984, 4, 6, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
14756,14756,38141,Soredemo Tsuma wo Aishiteru 2,['Hentai'],,OVA,2.0,"[datetime.datetime(2018, 12, 7, 0, 0), datetime.datetime(2019, 1, 25, 0, 0)]",['Unknown'],['Unknown'],,Visual novel,16.0,Rx
13637,13637,36439,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,['Comedy'],,Special,1.0,"[datetime.datetime(2017, 9, 27, 0, 0)]",['Unknown'],['Unknown'],,Light novel,14.0,PG13
9700,9700,28055,Yuki no Yoru no Yume,['Drama'],Dream of a Snowy Night,Movie,1.0,"[datetime.datetime(1947, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,8.0,G
3831,3831,4808,Hurricane Polymar,"['Action', 'Sci-Fi', 'Adventure', 'Police', 'Super Power']",Hurricane Polymar,TV,26.0,"[datetime.datetime(1974, 10, 4, 0, 0), datetime.datetime(1975, 3, 8, 0, 0)]",['Unknown'],['Unknown'],Tatsunoko Production,Original,25.0,PG13
11717,11717,33114,Experiment,['Dementia'],Experiment,Movie,1.0,"[datetime.datetime(1997, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
5919,5919,9812,Bit the Cupid,['Comedy'],,TV,48.0,"[datetime.datetime(1995, 4, 26, 0, 0), datetime.datetime(1996, 3, 29, 0, 0)]",['Unknown'],['Unknown'],Group TAC,,25.0,PG
